#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATAD2	KIFC1	9606.ENSP00000287394	9606.ENSP00000393963	0	0	0	0	0.315	0.053	0	0.255	0.475
ATAD2	UBE2T	9606.ENSP00000287394	9606.ENSP00000494957	0	0	0	0	0.369	0.057	0	0.206	0.486
ATAD2	FOXM1	9606.ENSP00000287394	9606.ENSP00000342307	0	0	0	0	0.330	0	0	0.277	0.495
ATAD2	EXO1	9606.ENSP00000287394	9606.ENSP00000355506	0	0	0	0	0.397	0.045	0	0.217	0.510
ATAD2	FANCI	9606.ENSP00000287394	9606.ENSP00000310842	0	0	0	0	0.447	0	0	0.155	0.512
ATAD2	NEK2	9606.ENSP00000287394	9606.ENSP00000355966	0	0	0	0	0.345	0	0	0.292	0.517
ATAD2	HJURP	9606.ENSP00000287394	9606.ENSP00000414109	0	0	0	0	0.431	0	0	0.186	0.517
ATAD2	RFC4	9606.ENSP00000287394	9606.ENSP00000376272	0	0	0	0	0.373	0.095	0	0.219	0.519
ATAD2	TFAP2A	9606.ENSP00000287394	9606.ENSP00000501092	0	0	0	0	0.078	0	0.500	0	0.519
ATAD2	UBE2C	9606.ENSP00000287394	9606.ENSP00000348838	0	0	0	0	0.340	0.057	0	0.328	0.546
ATAD2	CHEK1	9606.ENSP00000287394	9606.ENSP00000391090	0	0	0	0	0.500	0	0	0.160	0.562
ATAD2	ECT2	9606.ENSP00000287394	9606.ENSP00000376457	0	0	0	0	0.382	0	0	0.326	0.566
ATAD2	CDC45	9606.ENSP00000287394	9606.ENSP00000405726	0	0	0	0	0.425	0	0	0.298	0.579
ATAD2	FEN1	9606.ENSP00000287394	9606.ENSP00000305480	0	0	0	0	0.442	0.070	0	0.262	0.584
ATAD2	CHAF1B	9606.ENSP00000287394	9606.ENSP00000315700	0	0	0	0	0.262	0.067	0	0.445	0.585
ATAD2	CENPA	9606.ENSP00000287394	9606.ENSP00000336868	0	0	0	0	0.346	0.233	0	0.239	0.585
ATAD2	TTK	9606.ENSP00000287394	9606.ENSP00000358813	0	0	0	0	0.436	0	0	0.331	0.607
ATAD2	KNTC1	9606.ENSP00000287394	9606.ENSP00000328236	0	0	0	0	0.489	0	0	0.271	0.612
ATAD2	CCNA2	9606.ENSP00000287394	9606.ENSP00000481380	0	0	0	0	0.523	0.045	0	0.224	0.616
ATAD2	AURKB	9606.ENSP00000287394	9606.ENSP00000313950	0	0	0	0	0.263	0	0	0.507	0.621
ATAD2	KIF2C	9606.ENSP00000287394	9606.ENSP00000361298	0	0	0	0	0.349	0	0	0.457	0.632
ATAD2	PRC1	9606.ENSP00000287394	9606.ENSP00000377793	0	0	0	0	0.602	0	0	0.122	0.635
ATAD2	CDCA8	9606.ENSP00000287394	9606.ENSP00000362146	0	0	0	0	0.371	0.066	0	0.441	0.643
ATAD2	CDK1	9606.ENSP00000287394	9606.ENSP00000378699	0	0	0	0	0.512	0.107	0	0.249	0.644
ATAD2	RACGAP1	9606.ENSP00000287394	9606.ENSP00000404190	0	0	0	0	0.448	0	0	0.477	0.698
ATAD2	TPX2	9606.ENSP00000287394	9606.ENSP00000300403	0	0	0	0	0.480	0.045	0	0.546	0.755
ATAD2	HELLS	9606.ENSP00000287394	9606.ENSP00000377601	0	0	0	0	0.706	0.140	0	0.346	0.821
AURKA	CDC6	9606.ENSP00000216911	9606.ENSP00000209728	0	0	0	0	0.477	0.075	0	0.546	0.761
AURKA	WDHD1	9606.ENSP00000216911	9606.ENSP00000353793	0	0	0	0	0.380	0	0	0.091	0.412
AURKA	IGF2BP3	9606.ENSP00000216911	9606.ENSP00000258729	0	0	0	0	0.204	0.161	0	0.200	0.420
AURKA	TFAP2A	9606.ENSP00000216911	9606.ENSP00000501092	0	0	0	0	0.090	0.292	0	0.183	0.428
AURKA	TICRR	9606.ENSP00000216911	9606.ENSP00000268138	0	0	0	0	0.396	0	0	0.094	0.430
AURKA	MCM8	9606.ENSP00000216911	9606.ENSP00000368164	0	0	0	0	0.382	0	0	0.118	0.431
AURKA	HELLS	9606.ENSP00000216911	9606.ENSP00000377601	0	0	0	0	0.233	0.051	0	0.287	0.436
AURKA	CENPH	9606.ENSP00000216911	9606.ENSP00000283006	0	0	0	0	0.286	0.094	0	0.234	0.462
AURKA	E2F7	9606.ENSP00000216911	9606.ENSP00000323246	0	0	0	0	0.303	0	0	0.266	0.466
AURKA	GINS1	9606.ENSP00000216911	9606.ENSP00000262460	0	0	0	0	0.329	0	0	0.276	0.493
AURKA	RAD54L	9606.ENSP00000216911	9606.ENSP00000361043	0	0	0	0	0.377	0.051	0	0.252	0.519
AURKA	PIMREG	9606.ENSP00000216911	9606.ENSP00000250056	0	0	0	0	0.411	0	0	0.223	0.523
AURKA	STIL	9606.ENSP00000216911	9606.ENSP00000360944	0	0	0	0	0.375	0	0	0.279	0.530
AURKA	ZWILCH	9606.ENSP00000216911	9606.ENSP00000311429	0	0	0	0	0.381	0	0	0.294	0.544
AURKA	TIMELESS	9606.ENSP00000216911	9606.ENSP00000450607	0	0	0	0	0.261	0.292	0	0.215	0.553
AURKA	CIP2A	9606.ENSP00000216911	9606.ENSP00000295746	0	0	0	0	0.419	0.125	0	0.206	0.561
AURKA	TROAP	9606.ENSP00000216911	9606.ENSP00000257909	0	0	0	0	0.497	0	0	0.165	0.563
AURKA	FANCI	9606.ENSP00000216911	9606.ENSP00000310842	0	0	0	0	0.478	0	0	0.201	0.565
AURKA	KNTC1	9606.ENSP00000216911	9606.ENSP00000328236	0	0	0	0	0.442	0	0	0.265	0.572
AURKA	KIF18B	9606.ENSP00000216911	9606.ENSP00000465992	0	0	0	0	0.393	0.094	0	0.342	0.607
AURKA	RAD51AP1	9606.ENSP00000216911	9606.ENSP00000228843	0	0	0	0	0.446	0	0	0.362	0.631
AURKA	EXO1	9606.ENSP00000216911	9606.ENSP00000355506	0	0	0	0	0.477	0	0	0.331	0.635
AURKA	UBE2T	9606.ENSP00000216911	9606.ENSP00000494957	0	0	0	0	0.461	0.067	0	0.358	0.649
AURKA	PLK4	9606.ENSP00000216911	9606.ENSP00000270861	0	0	0	0.803	0.488	0.186	0	0.239	0.655
AURKA	CENPI	9606.ENSP00000216911	9606.ENSP00000362018	0	0	0	0	0.337	0.070	0	0.505	0.668
AURKA	MCM2	9606.ENSP00000216911	9606.ENSP00000265056	0	0	0	0	0.530	0	0	0.323	0.668
AURKA	RAD51	9606.ENSP00000216911	9606.ENSP00000493712	0	0	0	0	0.451	0.071	0	0.407	0.671
AURKA	RFC4	9606.ENSP00000216911	9606.ENSP00000376272	0	0	0	0	0.475	0	0	0.402	0.672
AURKA	OIP5	9606.ENSP00000216911	9606.ENSP00000220514	0	0	0	0	0.537	0	0	0.329	0.677
AURKA	MCM4	9606.ENSP00000216911	9606.ENSP00000262105	0	0	0	0	0.513	0	0	0.403	0.696
AURKA	CDC45	9606.ENSP00000216911	9606.ENSP00000405726	0	0	0	0	0.525	0	0	0.396	0.701
AURKA	KIFC1	9606.ENSP00000216911	9606.ENSP00000393963	0	0	0	0	0.513	0	0	0.445	0.718
AURKA	FEN1	9606.ENSP00000216911	9606.ENSP00000305480	0	0.013	0	0	0.470	0	0	0.544	0.748
AURKA	CHEK1	9606.ENSP00000216911	9606.ENSP00000391090	0	0	0	0.602	0.471	0.075	0	0.537	0.754
AURKA	ESPL1	9606.ENSP00000216911	9606.ENSP00000257934	0	0	0	0	0.454	0	0	0.602	0.773
AURKA	TTK	9606.ENSP00000216911	9606.ENSP00000358813	0	0	0	0.624	0.676	0.094	0	0.307	0.779
AURKA	CCNF	9606.ENSP00000216911	9606.ENSP00000380256	0	0	0	0	0.550	0	0	0.555	0.791
AURKA	FOXM1	9606.ENSP00000216911	9606.ENSP00000342307	0	0	0	0	0.498	0.051	0	0.599	0.793
AURKA	SPAG5	9606.ENSP00000216911	9606.ENSP00000323300	0	0	0	0	0.581	0.294	0	0.376	0.800
AURKA	NCAPH	9606.ENSP00000216911	9606.ENSP00000240423	0	0	0	0	0.556	0.246	0	0.490	0.814
AURKA	CDCA3	9606.ENSP00000216911	9606.ENSP00000442068	0	0	0	0	0.729	0	0	0.348	0.815
AURKA	NEK2	9606.ENSP00000216911	9606.ENSP00000355966	0	0	0.123	0.684	0.641	0	0	0.501	0.829
AURKA	ECT2	9606.ENSP00000216911	9606.ENSP00000376457	0	0	0	0	0.495	0.071	0	0.670	0.831
AURKA	HJURP	9606.ENSP00000216911	9606.ENSP00000414109	0	0	0	0	0.780	0	0	0.357	0.852
AURKA	CDCA5	9606.ENSP00000216911	9606.ENSP00000275517	0	0	0	0	0.672	0	0	0.604	0.864
AURKA	RACGAP1	9606.ENSP00000216911	9606.ENSP00000404190	0	0	0	0	0.633	0	0	0.694	0.883
AURKA	NUF2	9606.ENSP00000216911	9606.ENSP00000271452	0	0	0	0	0.674	0.292	0	0.574	0.893
AURKA	PRC1	9606.ENSP00000216911	9606.ENSP00000377793	0	0	0	0	0.823	0.075	0	0.498	0.910
AURKA	AURKB	9606.ENSP00000216911	9606.ENSP00000313950	0	0	0.061	0.958	0.573	0.421	0.540	0.387	0.922
AURKA	KIF23	9606.ENSP00000216911	9606.ENSP00000260363	0	0	0	0	0.694	0.091	0	0.749	0.924
AURKA	CCNA2	9606.ENSP00000216911	9606.ENSP00000481380	0	0	0	0	0.853	0	0	0.669	0.949
AURKA	CDK1	9606.ENSP00000216911	9606.ENSP00000378699	0	0	0.125	0.747	0.777	0.525	0	0.537	0.951
AURKA	CDCA8	9606.ENSP00000216911	9606.ENSP00000362146	0	0	0	0	0.728	0.086	0.540	0.633	0.952
AURKA	NCAPG	9606.ENSP00000216911	9606.ENSP00000251496	0	0	0	0	0.816	0.103	0	0.735	0.952
AURKA	CENPA	9606.ENSP00000216911	9606.ENSP00000336868	0	0	0	0	0.785	0.149	0	0.797	0.959
AURKA	PTTG1	9606.ENSP00000216911	9606.ENSP00000377536	0	0	0	0	0.680	0.329	0.500	0.730	0.967
AURKA	KIF11	9606.ENSP00000216911	9606.ENSP00000260731	0	0	0	0	0.812	0.272	0	0.816	0.972
AURKA	KIF2C	9606.ENSP00000216911	9606.ENSP00000361298	0	0	0	0	0.799	0.323	0	0.833	0.975
AURKA	CCNB1	9606.ENSP00000216911	9606.ENSP00000256442	0	0	0	0	0.863	0.094	0	0.845	0.979
AURKA	UBE2C	9606.ENSP00000216911	9606.ENSP00000348838	0	0	0	0	0.835	0.300	0.400	0.828	0.986
AURKA	CCNB2	9606.ENSP00000216911	9606.ENSP00000288207	0	0	0	0	0.860	0.637	0	0.799	0.988
AURKA	PLK1	9606.ENSP00000216911	9606.ENSP00000300093	0	0	0	0.741	0.902	0.690	0.500	0.840	0.997
AURKA	TPX2	9606.ENSP00000216911	9606.ENSP00000300403	0	0	0	0	0.846	0.988	0.900	0.995	0.999
AURKB	CDC6	9606.ENSP00000313950	9606.ENSP00000209728	0	0	0	0	0.477	0.075	0	0.724	0.855
AURKB	OIP5	9606.ENSP00000313950	9606.ENSP00000220514	0	0	0	0	0.538	0	0	0.295	0.660
AURKB	RAD51AP1	9606.ENSP00000313950	9606.ENSP00000228843	0	0	0	0	0.366	0	0	0.273	0.520
AURKB	NCAPH	9606.ENSP00000313950	9606.ENSP00000240423	0	0	0	0	0.573	0.443	0	0.650	0.909
AURKB	PIMREG	9606.ENSP00000313950	9606.ENSP00000250056	0	0	0	0	0.652	0	0	0.276	0.737
AURKB	NCAPG	9606.ENSP00000313950	9606.ENSP00000251496	0	0	0	0	0.711	0.075	0	0.700	0.913
AURKB	CCNB1	9606.ENSP00000313950	9606.ENSP00000256442	0	0	0	0	0.587	0.094	0.400	0.851	0.962
AURKB	TROAP	9606.ENSP00000313950	9606.ENSP00000257909	0	0	0	0	0.801	0	0	0.212	0.836
AURKB	ESPL1	9606.ENSP00000313950	9606.ENSP00000257934	0	0	0	0	0.608	0	0.500	0.932	0.985
AURKB	KIF23	9606.ENSP00000313950	9606.ENSP00000260363	0	0	0	0	0.686	0.328	0	0.833	0.961
AURKB	KIF11	9606.ENSP00000313950	9606.ENSP00000260731	0	0	0	0	0.768	0.272	0	0.804	0.964
AURKB	MCM4	9606.ENSP00000313950	9606.ENSP00000262105	0	0	0	0	0.590	0	0	0.351	0.722
AURKB	GINS1	9606.ENSP00000313950	9606.ENSP00000262460	0	0	0	0	0.331	0	0	0.386	0.571
AURKB	MCM2	9606.ENSP00000313950	9606.ENSP00000265056	0	0	0	0	0.601	0	0	0.285	0.702
AURKB	TICRR	9606.ENSP00000313950	9606.ENSP00000268138	0	0	0	0	0.439	0	0	0.128	0.490
AURKB	PLK4	9606.ENSP00000313950	9606.ENSP00000270861	0	0	0	0.826	0.599	0.186	0	0.228	0.726
AURKB	NUF2	9606.ENSP00000313950	9606.ENSP00000271452	0	0	0	0	0.606	0.292	0	0.835	0.950
AURKB	CDCA5	9606.ENSP00000313950	9606.ENSP00000275517	0	0	0	0	0.672	0	0	0.907	0.968
AURKB	CENPH	9606.ENSP00000313950	9606.ENSP00000283006	0	0	0	0	0.228	0.094	0	0.451	0.582
AURKB	CCNB2	9606.ENSP00000313950	9606.ENSP00000288207	0	0	0	0	0.844	0.094	0.400	0.901	0.990
AURKB	CIP2A	9606.ENSP00000313950	9606.ENSP00000295746	0	0	0	0	0.401	0.125	0	0.163	0.523
AURKB	PLK1	9606.ENSP00000313950	9606.ENSP00000300093	0	0	0	0.744	0.789	0.212	0.500	0.351	0.939
AURKB	TPX2	9606.ENSP00000313950	9606.ENSP00000300403	0	0	0	0	0.687	0.297	0	0.750	0.940
AURKB	FEN1	9606.ENSP00000313950	9606.ENSP00000305480	0	0	0	0	0.497	0	0	0.307	0.637
AURKB	FANCI	9606.ENSP00000313950	9606.ENSP00000310842	0	0	0	0	0.478	0	0	0.202	0.565
AURKB	ZWILCH	9606.ENSP00000313950	9606.ENSP00000311429	0	0	0	0	0.270	0	0	0.580	0.680
AURKB	RECQL4	9606.ENSP00000313950	9606.ENSP00000482313	0	0	0	0	0.270	0.096	0	0.203	0.429
AURKB	CHAF1B	9606.ENSP00000313950	9606.ENSP00000315700	0	0	0	0	0.254	0	0	0.269	0.431
AURKB	UBE2T	9606.ENSP00000313950	9606.ENSP00000494957	0	0	0	0	0.309	0.067	0	0.193	0.435
AURKB	WDHD1	9606.ENSP00000313950	9606.ENSP00000353793	0	0	0	0	0.355	0	0	0.167	0.440
AURKB	STIL	9606.ENSP00000313950	9606.ENSP00000360944	0	0	0	0	0.297	0	0	0.255	0.454
AURKB	E2F7	9606.ENSP00000313950	9606.ENSP00000323246	0	0	0	0	0.319	0	0	0.284	0.492
AURKB	HELLS	9606.ENSP00000313950	9606.ENSP00000377601	0	0	0	0	0.334	0.051	0	0.262	0.493
AURKB	TIMELESS	9606.ENSP00000313950	9606.ENSP00000450607	0	0	0	0	0.263	0.292	0	0.177	0.533
AURKB	RAD54L	9606.ENSP00000313950	9606.ENSP00000361043	0	0	0	0	0.462	0.051	0	0.216	0.564
AURKB	KNTC1	9606.ENSP00000313950	9606.ENSP00000328236	0	0	0	0	0.418	0	0	0.341	0.600
AURKB	RFC4	9606.ENSP00000313950	9606.ENSP00000376272	0	0	0	0	0.438	0	0	0.514	0.715
AURKB	KIF18B	9606.ENSP00000313950	9606.ENSP00000465992	0	0	0	0	0.554	0.094	0	0.435	0.752
AURKB	CHEK1	9606.ENSP00000313950	9606.ENSP00000391090	0	0	0	0.624	0.475	0.075	0	0.534	0.754
AURKB	NEK2	9606.ENSP00000313950	9606.ENSP00000355966	0	0	0.120	0.688	0.585	0	0	0.455	0.783
AURKB	TTK	9606.ENSP00000313950	9606.ENSP00000358813	0	0	0	0.641	0.614	0.261	0	0.303	0.784
AURKB	RAD51	9606.ENSP00000313950	9606.ENSP00000493712	0	0	0	0	0.463	0.071	0	0.604	0.785
AURKB	CCNF	9606.ENSP00000313950	9606.ENSP00000380256	0	0	0	0	0.522	0.292	0	0.419	0.786
AURKB	EXO1	9606.ENSP00000313950	9606.ENSP00000355506	0	0	0	0	0.554	0	0	0.564	0.797
AURKB	CENPI	9606.ENSP00000313950	9606.ENSP00000362018	0	0	0	0	0.371	0.070	0	0.692	0.804
AURKB	PRC1	9606.ENSP00000313950	9606.ENSP00000377793	0	0	0	0	0.576	0.317	0	0.523	0.850
AURKB	ECT2	9606.ENSP00000313950	9606.ENSP00000376457	0	0	0	0	0.336	0.314	0	0.753	0.878
AURKB	SPAG5	9606.ENSP00000313950	9606.ENSP00000323300	0	0	0	0	0.731	0.294	0	0.407	0.878
AURKB	FOXM1	9606.ENSP00000313950	9606.ENSP00000342307	0	0	0	0	0.694	0.051	0	0.648	0.889
AURKB	KIFC1	9606.ENSP00000313950	9606.ENSP00000393963	0	0	0	0	0.803	0	0	0.544	0.906
AURKB	CDC45	9606.ENSP00000313950	9606.ENSP00000405726	0	0	0	0	0.805	0	0	0.637	0.926
AURKB	HJURP	9606.ENSP00000313950	9606.ENSP00000414109	0	0	0	0	0.809	0	0	0.632	0.927
AURKB	CDCA3	9606.ENSP00000313950	9606.ENSP00000442068	0	0	0	0	0.835	0	0	0.612	0.933
AURKB	PTTG1	9606.ENSP00000313950	9606.ENSP00000377536	0	0	0	0	0.608	0	0.500	0.760	0.949
AURKB	UBE2C	9606.ENSP00000313950	9606.ENSP00000348838	0	0	0	0	0.766	0.053	0.400	0.704	0.955
AURKB	RACGAP1	9606.ENSP00000313950	9606.ENSP00000404190	0	0	0	0	0.508	0.510	0	0.873	0.966
AURKB	CCNA2	9606.ENSP00000313950	9606.ENSP00000481380	0	0	0	0	0.960	0	0	0.807	0.991
AURKB	KIF2C	9606.ENSP00000313950	9606.ENSP00000361298	0	0	0	0	0.830	0.323	0	0.975	0.996
AURKB	CDK1	9606.ENSP00000313950	9606.ENSP00000378699	0	0	0.138	0.719	0.950	0.331	0.400	0.856	0.997
AURKB	CENPA	9606.ENSP00000313950	9606.ENSP00000336868	0	0	0	0	0.928	0.667	0	0.917	0.997
AURKB	CDCA8	9606.ENSP00000313950	9606.ENSP00000362146	0	0	0	0	0.779	0.897	0.800	0.998	0.999
BRIP1	CDC6	9606.ENSP00000259008	9606.ENSP00000209728	0	0	0	0	0.332	0.095	0	0.180	0.462
BRIP1	RAD51AP1	9606.ENSP00000259008	9606.ENSP00000228843	0	0	0	0	0.242	0	0.500	0.121	0.638
BRIP1	MCM8	9606.ENSP00000259008	9606.ENSP00000368164	0	0	0	0	0.219	0.085	0	0.278	0.439
BRIP1	CENPI	9606.ENSP00000259008	9606.ENSP00000362018	0	0	0	0	0.406	0	0	0.096	0.440
BRIP1	TTK	9606.ENSP00000259008	9606.ENSP00000358813	0	0	0	0	0.267	0	0	0.290	0.457
BRIP1	RAD54L	9606.ENSP00000259008	9606.ENSP00000361043	0	0	0	0	0.218	0.071	0	0.343	0.482
BRIP1	CDC45	9606.ENSP00000259008	9606.ENSP00000405726	0	0	0	0	0.260	0	0	0.424	0.556
BRIP1	TICRR	9606.ENSP00000259008	9606.ENSP00000268138	0	0	0	0	0.242	0	0	0.448	0.564
BRIP1	TIMELESS	9606.ENSP00000259008	9606.ENSP00000450607	0	0	0	0	0.194	0	0	0.515	0.593
BRIP1	FEN1	9606.ENSP00000259008	9606.ENSP00000305480	0	0	0	0	0.139	0.101	0	0.532	0.606
BRIP1	PLK1	9606.ENSP00000259008	9606.ENSP00000300093	0	0	0	0	0.192	0	0	0.538	0.611
BRIP1	KIF11	9606.ENSP00000259008	9606.ENSP00000260731	0	0	0	0	0.427	0.126	0	0.291	0.614
BRIP1	RECQL4	9606.ENSP00000259008	9606.ENSP00000482313	0.047	0	0	0	0.117	0	0	0.622	0.654
BRIP1	POLQ	9606.ENSP00000259008	9606.ENSP00000264233	0	0	0	0	0.449	0	0	0.399	0.655
BRIP1	RFC4	9606.ENSP00000259008	9606.ENSP00000376272	0.058	0	0	0	0.172	0.089	0.500	0.201	0.664
BRIP1	WDHD1	9606.ENSP00000259008	9606.ENSP00000353793	0	0	0	0	0.445	0.146	0	0.452	0.717
