#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACACB	PDK4	9606.ENSP00000341044	9606.ENSP00000005178	0	0	0	0	0.092	0.091	0	0.435	0.493
ACACB	ACADL	9606.ENSP00000341044	9606.ENSP00000233710	0.043	0	0	0	0.074	0	0.265	0.490	0.623
ACACB	CCNB1	9606.ENSP00000341044	9606.ENSP00000256442	0	0	0	0	0	0.066	0	0.426	0.440
ACACB	PPAT	9606.ENSP00000341044	9606.ENSP00000264220	0	0	0	0	0.110	0	0.792	0.125	0.823
ACACB	CAD	9606.ENSP00000341044	9606.ENSP00000264705	0.095	0	0	0.546	0.081	0.071	0.332	0.141	0.476
ACACB	PPARG	9606.ENSP00000341044	9606.ENSP00000287820	0	0	0	0	0.064	0	0	0.490	0.503
ACACB	GPD1	9606.ENSP00000341044	9606.ENSP00000301149	0	0	0	0	0.152	0	0	0.467	0.528
ACACB	ACOX2	9606.ENSP00000341044	9606.ENSP00000307697	0.043	0	0	0	0.055	0	0.265	0.321	0.488
ACACB	ACSL4	9606.ENSP00000341044	9606.ENSP00000339787	0	0	0	0	0.191	0	0	0.435	0.524
ACACB	ELOVL4	9606.ENSP00000341044	9606.ENSP00000358831	0	0	0	0	0	0	0	0.410	0.410
ACACB	BRCA1	9606.ENSP00000341044	9606.ENSP00000418960	0	0	0	0	0	0.051	0	0.404	0.410
ACACB	ALDOC	9606.ENSP00000341044	9606.ENSP00000378731	0	0	0	0	0.054	0	0	0.404	0.412
ACACB	LPL	9606.ENSP00000341044	9606.ENSP00000497642	0	0	0	0	0.083	0	0	0.402	0.428
ACACB	GAPDH	9606.ENSP00000341044	9606.ENSP00000380070	0.057	0	0	0	0.103	0	0	0.395	0.444
ACACB	PAICS	9606.ENSP00000341044	9606.ENSP00000382595	0.116	0	0	0	0	0	0.363	0.131	0.467
ACACB	CD36	9606.ENSP00000341044	9606.ENSP00000415743	0	0	0	0	0.109	0	0	0.506	0.541
ACACB	MTHFD2	9606.ENSP00000341044	9606.ENSP00000377617	0.107	0	0	0	0.097	0	0	0.514	0.574
ACACB	GMPS	9606.ENSP00000341044	9606.ENSP00000419851	0	0	0	0	0.191	0	0	0.557	0.627
ACACB	FABP3	9606.ENSP00000341044	9606.ENSP00000362817	0	0	0	0	0.074	0	0	0.654	0.666
ACACB	PC	9606.ENSP00000341044	9606.ENSP00000498994	0	0	0	0.597	0.203	0	0.284	0.535	0.712
ACACB	CPT1B	9606.ENSP00000341044	9606.ENSP00000379011	0	0	0	0	0.049	0	0.900	0.574	0.956
ACADL	PDK4	9606.ENSP00000233710	9606.ENSP00000005178	0	0	0	0	0.102	0	0	0.607	0.632
ACADL	SUGCT	9606.ENSP00000233710	9606.ENSP00000486291	0.057	0.026	0	0	0.104	0	0.265	0.154	0.404
ACADL	PC	9606.ENSP00000233710	9606.ENSP00000498994	0.042	0	0	0	0.050	0	0.116	0.357	0.414
ACADL	HPDL	9606.ENSP00000233710	9606.ENSP00000335060	0.057	0	0	0	0.109	0	0.265	0.219	0.453
ACADL	PRKCE	9606.ENSP00000233710	9606.ENSP00000306124	0	0	0	0	0	0	0	0.461	0.461
ACADL	LPL	9606.ENSP00000233710	9606.ENSP00000497642	0	0	0	0	0.070	0	0	0.471	0.487
ACADL	GPD1L	9606.ENSP00000233710	9606.ENSP00000282541	0	0	0	0	0.089	0	0	0.465	0.492
ACADL	TMPRSS11A	9606.ENSP00000233710	9606.ENSP00000334611	0	0	0	0	0.044	0.494	0	0	0.495
ACADL	ACOX2	9606.ENSP00000233710	9606.ENSP00000307697	0	0	0	0	0.111	0	0	0.481	0.519
ACADL	ALDH2	9606.ENSP00000233710	9606.ENSP00000261733	0.042	0	0	0	0.133	0	0.182	0.379	0.522
ACADL	FABP3	9606.ENSP00000233710	9606.ENSP00000362817	0	0	0	0	0.074	0.058	0	0.500	0.526
ACADL	PPARG	9606.ENSP00000233710	9606.ENSP00000287820	0	0	0	0	0.049	0	0	0.531	0.535
ACADL	ACSL4	9606.ENSP00000233710	9606.ENSP00000339787	0.050	0	0	0	0.140	0.071	0.189	0.444	0.595
ACADL	CD36	9606.ENSP00000233710	9606.ENSP00000415743	0	0	0	0	0.088	0	0	0.591	0.611
ACADL	CPT1B	9606.ENSP00000233710	9606.ENSP00000379011	0	0	0	0	0	0	0	0.705	0.705
ACE	MIF	9606.ENSP00000290866	9606.ENSP00000215754	0	0	0	0	0	0	0	0.408	0.408
ACE	RETN	9606.ENSP00000290866	9606.ENSP00000221515	0	0	0	0	0.085	0	0	0.380	0.409
ACE	GNB3	9606.ENSP00000290866	9606.ENSP00000229264	0	0	0	0	0	0	0	0.779	0.779
ACE	TFPI	9606.ENSP00000290866	9606.ENSP00000233156	0	0	0	0	0.214	0	0	0.403	0.511
ACE	CFP	9606.ENSP00000290866	9606.ENSP00000247153	0	0	0	0	0.042	0	0	0.432	0.432
ACE	CD68	9606.ENSP00000290866	9606.ENSP00000250092	0	0	0	0	0.061	0	0	0.417	0.429
ACE	F12	9606.ENSP00000290866	9606.ENSP00000253496	0	0	0	0	0	0	0	0.458	0.458
ACE	VWF	9606.ENSP00000290866	9606.ENSP00000261405	0	0	0	0	0.097	0	0	0.600	0.623
ACE	SLC6A4	9606.ENSP00000290866	9606.ENSP00000261707	0	0	0	0	0.049	0.045	0	0.400	0.407
ACE	ALDH2	9606.ENSP00000290866	9606.ENSP00000261733	0	0	0	0	0.051	0	0	0.549	0.553
ACE	SELP	9606.ENSP00000290866	9606.ENSP00000263686	0	0	0	0	0	0	0	0.506	0.506
ACE	KDR	9606.ENSP00000290866	9606.ENSP00000263923	0	0	0	0	0.060	0	0	0.512	0.521
ACE	SLC9A3	9606.ENSP00000290866	9606.ENSP00000264938	0	0	0	0	0.062	0	0	0.434	0.447
ACE	SERPING1	9606.ENSP00000290866	9606.ENSP00000278407	0	0	0	0	0.062	0.046	0	0.624	0.634
ACE	PLEKHH2	9606.ENSP00000290866	9606.ENSP00000282406	0	0	0	0	0.044	0	0	0.404	0.405
ACE	GNAQ	9606.ENSP00000290866	9606.ENSP00000286548	0	0	0	0	0	0	0	0.502	0.502
ACE	PPARG	9606.ENSP00000290866	9606.ENSP00000287820	0	0	0	0	0.054	0	0	0.669	0.674
ACE	COL4A3	9606.ENSP00000290866	9606.ENSP00000379823	0	0	0	0	0.059	0	0	0.390	0.402
ACE	DUOX1	9606.ENSP00000290866	9606.ENSP00000317997	0	0	0	0	0.050	0	0	0.399	0.405
ACE	CD36	9606.ENSP00000290866	9606.ENSP00000415743	0	0	0	0	0.106	0	0	0.366	0.408
ACE	CD34	9606.ENSP00000290866	9606.ENSP00000310036	0	0	0	0	0.080	0	0	0.398	0.422
ACE	ADGRD1	9606.ENSP00000290866	9606.ENSP00000444425	0	0	0	0	0.042	0	0	0.428	0.428
ACE	SPP1	9606.ENSP00000290866	9606.ENSP00000378517	0	0	0	0	0	0	0	0.436	0.436
ACE	AGER	9606.ENSP00000290866	9606.ENSP00000364210	0	0	0	0	0.074	0	0	0.417	0.437
ACE	CPM	9606.ENSP00000290866	9606.ENSP00000339157	0	0	0	0	0.044	0	0	0.446	0.447
ACE	EDNRB	9606.ENSP00000290866	9606.ENSP00000366416	0	0	0	0	0.050	0	0	0.451	0.456
ACE	CTSS	9606.ENSP00000290866	9606.ENSP00000357981	0	0	0	0	0	0	0	0.460	0.460
ACE	PECAM1	9606.ENSP00000290866	9606.ENSP00000457421	0	0	0	0	0.092	0	0	0.433	0.463
ACE	SERPINB7	9606.ENSP00000290866	9606.ENSP00000381101	0	0	0	0	0	0.046	0	0.465	0.468
ACE	CAV1	9606.ENSP00000290866	9606.ENSP00000339191	0	0	0	0	0	0	0	0.468	0.468
ACE	CD55	9606.ENSP00000290866	9606.ENSP00000356030	0	0	0	0	0	0	0	0.472	0.472
ACE	KL	9606.ENSP00000290866	9606.ENSP00000369442	0	0	0	0	0.068	0	0	0.463	0.479
ACE	SLC6A20	9606.ENSP00000290866	9606.ENSP00000346298	0	0	0	0	0.077	0.045	0	0.480	0.502
ACE	MDK	9606.ENSP00000290866	9606.ENSP00000385451	0	0	0	0	0.047	0	0	0.504	0.507
ACE	CYBB	9606.ENSP00000290866	9606.ENSP00000367851	0	0	0	0	0	0	0	0.508	0.508
ACE	GPT2	9606.ENSP00000290866	9606.ENSP00000345282	0	0	0	0	0	0	0	0.512	0.512
ACE	ENG	9606.ENSP00000290866	9606.ENSP00000362299	0	0	0	0	0.063	0	0	0.509	0.520
ACE	GAPDH	9606.ENSP00000290866	9606.ENSP00000380070	0	0	0	0	0	0	0	0.539	0.539
ACE	ADRB2	9606.ENSP00000290866	9606.ENSP00000305372	0	0	0	0	0.045	0	0	0.550	0.552
ACE	PDE5A	9606.ENSP00000290866	9606.ENSP00000347046	0	0	0	0	0	0	0	0.571	0.571
ACE	MMP1	9606.ENSP00000290866	9606.ENSP00000322788	0	0	0	0	0	0	0	0.598	0.598
ACE	ADRB1	9606.ENSP00000290866	9606.ENSP00000358301	0	0	0	0	0.051	0	0	0.600	0.605
ACE	NPPC	9606.ENSP00000290866	9606.ENSP00000387159	0	0	0	0	0	0	0	0.606	0.606
ACE	ALOX5AP	9606.ENSP00000290866	9606.ENSP00000479870	0	0	0	0	0	0	0	0.635	0.635
ACE	GPX2	9606.ENSP00000290866	9606.ENSP00000374265	0	0	0	0	0	0	0	0.656	0.656
ACE	GPX3	9606.ENSP00000290866	9606.ENSP00000373477	0	0	0	0	0.044	0	0	0.657	0.658
ACE	ECE2	9606.ENSP00000290866	9606.ENSP00000350066	0	0	0	0	0	0	0	0.689	0.689
ACE	XDH	9606.ENSP00000290866	9606.ENSP00000368727	0	0	0	0	0	0	0	0.724	0.724
ACE	CALML3	9606.ENSP00000290866	9606.ENSP00000315299	0	0	0	0	0	0	0	0.755	0.755
